状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
观察,159740,恒生科技ETF大成,震荡,-1.8519,-1.5203,3.5524,58.7097,50.61,59.14,33.54,空头,0.001799,-0.001057,0.005712,收敛,32.30,偏冷,,2026-07-21,-297000000.00,,-592300000.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-1.85%/-1.52%/+3.55%，RSI14=58.7，KDJ=空头，MACD=收敛。,情绪分数32.3（偏冷）；5/10/20日份额净流入为-2.97亿/-5.92亿/N/A(missing_share_date)，5日成交量相对前20日为1.08倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,562350,电力ETF银华,震荡,6.1980,8.1998,2.5916,63.6364,82.72,65.64,116.88,多头,-0.012018,-0.025150,0.026264,收敛,78.05,偏热,,2026-07-21,33396000.00,,33396000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+6.20%/+8.20%/+2.59%，RSI14=63.6，KDJ=多头，MACD=收敛。,情绪分数78.0（偏热）；5/10/20日份额净流入为+0.33亿/+0.33亿/N/A(missing_share_date)，5日成交量相对前20日为2.38倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,159981,能源化工ETF建信,震荡,2.2015,5.9474,6.3151,75.4601,77.36,75.88,80.33,金叉,-0.001771,-0.020137,0.036732,收敛,69.01,偏热,,2026-07-21,50742000.00,,48024000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+2.20%/+5.95%/+6.32%，RSI14=75.5，KDJ=金叉，MACD=收敛。,情绪分数69.0（偏热）；5/10/20日份额净流入为+0.51亿/+0.48亿/N/A(missing_share_date)，5日成交量相对前20日为1.01倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,159399,现金流ETF国泰,震荡,2.2727,6.4516,4.9841,70.1754,83.58,80.13,90.49,超买,-0.002725,-0.013786,0.022122,收敛,68.90,偏热,,2026-07-21,77740000.00,,83402000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+2.27%/+6.45%/+4.98%，RSI14=70.2，KDJ=超买，MACD=收敛。,情绪分数68.9（偏热）；5/10/20日份额净流入为+0.78亿/+0.83亿/N/A(missing_share_date)，5日成交量相对前20日为1.02倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,159928,消费ETF汇添富,震荡,2.1341,7.2000,10.1974,66.6667,81.48,80.48,83.49,超买,0.004592,-0.002549,0.014282,收敛,53.98,中性,,2026-07-21,-54056000.00,,-68074000.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.13%/+7.20%/+10.20%，RSI14=66.7，KDJ=超买，MACD=收敛。,情绪分数54.0（中性）；5/10/20日份额净流入为-0.54亿/-0.68亿/N/A(missing_share_date)，5日成交量相对前20日为1.43倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,512690,酒ETF鹏华,震荡,3.3654,10.2564,10.2564,66.0377,83.85,78.71,94.11,多头,0.001152,-0.004890,0.012085,收敛,43.89,中性,,2026-07-21,-186730200.00,,-481897800.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+3.37%/+10.26%/+10.26%，RSI14=66.0，KDJ=多头，MACD=收敛。,情绪分数43.9（中性）；5/10/20日份额净流入为-1.87亿/-4.82亿/N/A(missing_share_date)，5日成交量相对前20日为1.44倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,515220,煤炭ETF国泰,震荡,2.8668,6.9238,8.0602,65.8537,85.20,77.23,101.15,多头,-0.003369,-0.018338,0.029938,收敛,41.68,中性,,2026-07-21,-216254000.00,,159873000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+2.87%/+6.92%/+8.06%，RSI14=65.9，KDJ=多头，MACD=收敛。,情绪分数41.7（中性）；5/10/20日份额净流入为-2.16亿/+1.60亿/N/A(missing_share_date)，5日成交量相对前20日为1.31倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,510880,红利ETF华泰柏瑞,震荡,2.0408,5.5195,6.6273,71.3810,82.61,80.07,87.68,超买,0.018407,-0.010012,0.056838,收敛,37.57,偏冷,,2026-07-21,-583606000.00,,-586093500.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.04%/+5.52%/+6.63%，RSI14=71.4，KDJ=超买，MACD=收敛。,情绪分数37.6（偏冷）；5/10/20日份额净流入为-5.84亿/-5.86亿/N/A(missing_share_date)，5日成交量相对前20日为1.19倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,159309,油气ETF汇添富,震荡,1.7107,2.9111,-5.1487,56.4738,61.28,43.00,97.85,多头,-0.022495,-0.028799,0.012608,收敛,36.41,偏冷,,2026-07-21,-34368000.00,,12133000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+1.71%/+2.91%/-5.15%，RSI14=56.5，KDJ=多头，MACD=收敛。,情绪分数36.4（偏冷）；5/10/20日份额净流入为-0.34亿/+0.12亿/N/A(missing_share_date)，5日成交量相对前20日为1.41倍，代表池综合宽度40.3%，缺失分项：无。
不追涨,515710,食品饮料ETF华宝,震荡,2.4440,7.4786,7.7088,67.3913,83.22,78.67,92.33,多头,0.002370,-0.002930,0.010600,收敛,34.46,偏冷,,2026-07-21,-25257000.00,,-32322000.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.44%/+7.48%/+7.71%，RSI14=67.4，KDJ=多头，MACD=收敛。,情绪分数34.5（偏冷）；5/10/20日份额净流入为-0.25亿/-0.32亿/N/A(missing_share_date)，5日成交量相对前20日为1.10倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159915,创业板ETF易方达,空头,-6.2173,-7.1632,-15.6881,35.3096,28.33,23.42,38.16,多头,-0.124205,-0.076772,-0.094866,零轴下空头,73.34,偏热,,2026-07-21,15874147000.00,,19440704000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.22%/-7.16%/-15.69%，RSI14=35.3，KDJ=多头，MACD=零轴下空头。,情绪分数73.3（偏热）；5/10/20日份额净流入为+158.74亿/+194.41亿/N/A(missing_share_date)，5日成交量相对前20日为2.41倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,510500,中证500ETF南方,空头,-5.0423,-7.8791,-12.4038,31.1321,24.40,19.97,33.26,多头,-0.223255,-0.115058,-0.216395,零轴下空头,72.92,偏热,,2026-07-21,5041144400.00,,13334589200.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.04%/-7.88%/-12.40%，RSI14=31.1，KDJ=多头，MACD=零轴下空头。,情绪分数72.9（偏热）；5/10/20日份额净流入为+50.41亿/+133.35亿/N/A(missing_share_date)，5日成交量相对前20日为2.27倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,561590,中证1000增强ETF华泰柏瑞,空头,-8.3333,-10.9424,-17.3224,24.3137,21.46,18.01,28.34,多头,-0.060218,-0.034877,-0.050682,零轴下空头,72.24,偏热,,2026-07-21,38540000.00,,50247500.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-8.33%/-10.94%/-17.32%，RSI14=24.3，KDJ=多头，MACD=零轴下空头。,情绪分数72.2（偏热）；5/10/20日份额净流入为+0.39亿/+0.50亿/N/A(missing_share_date)，5日成交量相对前20日为2.78倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,515210,钢铁ETF国泰,空头,-1.3100,-0.7030,-5.6761,38.0208,48.48,40.77,63.89,多头,-0.031072,-0.035876,0.009607,收敛,66.56,偏热,,2026-07-21,63112000.00,,12828000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-1.31%/-0.70%/-5.68%，RSI14=38.0，KDJ=多头，MACD=收敛。,情绪分数66.6（偏热）；5/10/20日份额净流入为+0.63亿/+0.13亿/N/A(missing_share_date)，5日成交量相对前20日为1.11倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516960,机械ETF国泰,空头,-1.9080,-4.4809,-12.6873,34.4681,29.26,21.48,44.81,多头,-0.036799,-0.034305,-0.004988,零轴下空头,65.60,偏热,,2026-07-21,856000.00,,856000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-1.91%/-4.48%/-12.69%，RSI14=34.5，KDJ=多头，MACD=零轴下空头。,情绪分数65.6（偏热）；5/10/20日份额净流入为+0.01亿/+0.01亿/N/A(missing_share_date)，5日成交量相对前20日为1.23倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,512200,房地产ETF南方,空头,-2.9289,-1.4444,-4.2904,43.4783,28.60,30.92,23.95,空头,-0.029127,-0.030558,0.002863,收敛,63.83,偏热,,2026-07-21,157379500.00,,233598250.00,,,missing_share_date,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.93%/-1.44%/-4.29%，RSI14=43.5，KDJ=空头，MACD=收敛。,情绪分数63.8（偏热）；5/10/20日份额净流入为+1.57亿/+2.34亿/N/A(missing_share_date)，5日成交量相对前20日为1.00倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159869,游戏ETF华夏,空头,-6.1773,-4.9864,-1.4111,42.5714,33.38,40.17,19.79,空头,-0.012705,-0.012422,-0.000566,死叉,63.56,偏热,,2026-07-21,404029000.00,,643561000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-6.18%/-4.99%/-1.41%，RSI14=42.6，KDJ=空头，MACD=死叉。,情绪分数63.6（偏热）；5/10/20日份额净流入为+4.04亿/+6.44亿/N/A(missing_share_date)，5日成交量相对前20日为1.14倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516320,高端装备ETF华夏,空头,-2.4625,-6.9459,-13.6493,27.2321,23.31,18.05,33.83,多头,-0.041715,-0.035701,-0.012029,零轴下空头,63.28,偏热,,2026-07-21,3565000.00,,3519000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.46%/-6.95%/-13.65%，RSI14=27.2，KDJ=多头，MACD=零轴下空头。,情绪分数63.3（偏热）；5/10/20日份额净流入为+0.04亿/+0.04亿/N/A(missing_share_date)，5日成交量相对前20日为1.07倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159745,建材ETF国泰,空头,-3.0189,-3.9252,-7.3874,23.1707,22.54,21.78,24.06,多头,-0.017693,-0.017434,-0.000518,零轴下空头,62.27,偏热,,2026-07-21,43642000.00,,48772000.00,,,missing_share_date,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.02%/-3.93%/-7.39%，RSI14=23.2，KDJ=多头，MACD=零轴下空头。,情绪分数62.3（偏热）；5/10/20日份额净流入为+0.44亿/+0.49亿/N/A(missing_share_date)，5日成交量相对前20日为1.01倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516160,新能源ETF南方,空头,-4.0546,-9.2979,-20.2270,19.1214,21.28,14.70,34.44,多头,-0.166105,-0.143384,-0.045443,零轴下空头,61.83,偏热,,2026-07-21,73001000.00,,54827000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.05%/-9.30%/-20.23%，RSI14=19.1，KDJ=多头，MACD=零轴下空头。,情绪分数61.8（偏热）；5/10/20日份额净流入为+0.73亿/+0.55亿/N/A(missing_share_date)，5日成交量相对前20日为1.07倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,512660,军工ETF国泰,空头,-5.2493,-11.1567,-14.1838,31.0722,13.93,14.94,11.92,超卖,-0.054507,-0.039399,-0.030216,零轴下空头,61.31,偏热,,2026-07-21,355963000.00,,416194000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.25%/-11.16%/-14.18%，RSI14=31.1，KDJ=超卖，MACD=零轴下空头。,情绪分数61.3（偏热）；5/10/20日份额净流入为+3.56亿/+4.16亿/N/A(missing_share_date)，5日成交量相对前20日为1.25倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516800,智能制造ETF华宝,空头,-5.6777,-9.4903,-13.0802,35.2083,24.03,19.91,32.27,多头,-0.023920,-0.000973,-0.045894,零轴下空头,61.25,偏热,,2026-07-21,3800000.00,,-1064000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.68%/-9.49%/-13.08%，RSI14=35.2，KDJ=多头，MACD=零轴下空头。,情绪分数61.3（偏热）；5/10/20日份额净流入为+0.04亿/-0.01亿/N/A(missing_share_date)，5日成交量相对前20日为0.79倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159819,人工智能ETF易方达,空头,-2.4643,-3.5575,-5.7170,47.3068,31.72,27.79,39.58,多头,-0.016214,0.004051,-0.040530,收敛,59.50,中性,,2026-07-21,224210000.00,,487090000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.46%/-3.56%/-5.72%，RSI14=47.3，KDJ=多头，MACD=收敛。,情绪分数59.5（中性）；5/10/20日份额净流入为+2.24亿/+4.87亿/N/A(missing_share_date)，5日成交量相对前20日为1.19倍，代表池综合宽度40.3%，缺失分项：无。
