状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
不追涨,515220,煤炭ETF国泰,震荡,8.0357,4.1308,2.4555,70.3704,74.79,70.37,83.63,金叉,-0.012706,-0.025464,0.025515,收敛,36.34,偏冷,,2026-07-20,-331238000.00,,11055000.00,,1240981500.00,,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+8.04%/+4.13%/+2.46%，RSI14=70.4，KDJ=金叉，MACD=收敛。,情绪分数36.3（偏冷）；5/10/20日份额净流入为-3.31亿/+0.11亿/+12.41亿，5日成交量相对前20日为1.23倍，代表池综合宽度38.2%，缺失分项：无。
不追涨,159605,中概互联ETF广发,震荡,4.6192,8.8312,8.8312,78.5340,76.95,77.27,76.32,空头,0.007109,-0.003641,0.021502,收敛,35.37,偏冷,,2026-07-20,-194707000.00,,-301233000.00,,-170273000.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+4.62%/+8.83%/+8.83%，RSI14=78.5，KDJ=空头，MACD=收敛。,情绪分数35.4（偏冷）；5/10/20日份额净流入为-1.95亿/-3.01亿/-1.70亿，5日成交量相对前20日为1.35倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,588000,科创50ETF华夏,空头,-13.3333,-13.9887,-11.4786,25.0951,13.59,22.27,-3.78,空头,-0.003338,0.051948,-0.110573,收敛,69.65,偏热,,2026-07-20,22872174000.00,,26234379000.00,,25150236000.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-13.33%/-13.99%/-11.48%，RSI14=25.1，KDJ=空头，MACD=收敛。,情绪分数69.7（偏热）；5/10/20日份额净流入为+228.72亿/+262.34亿/+251.50亿，5日成交量相对前20日为1.81倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,510050,上证50ETF华夏,空头,-0.0332,-1.1819,-2.8092,43.7393,34.55,37.77,28.13,空头,-0.002279,0.005475,-0.015508,收敛,69.15,偏热,,2026-07-20,4997776500.00,,5780205000.00,,2701611000.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.03%/-1.18%/-2.81%，RSI14=43.7，KDJ=空头，MACD=收敛。,情绪分数69.2（偏热）；5/10/20日份额净流入为+49.98亿/+57.80亿/+27.02亿，5日成交量相对前20日为1.58倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,159915,创业板ETF易方达,空头,-7.2247,-12.3426,-20.5298,20.4940,15.94,18.16,11.49,超卖,-0.120377,-0.051593,-0.137569,零轴下空头,67.32,偏热,,2026-07-20,18599445000.00,,23192905000.00,,24403830000.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-7.22%/-12.34%/-20.53%，RSI14=20.5，KDJ=超卖，MACD=零轴下空头。,情绪分数67.3（偏热）；5/10/20日份额净流入为+185.99亿/+231.93亿/+244.04亿，5日成交量相对前20日为2.16倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,515210,钢铁ETF国泰,空头,1.4493,-4.2735,-9.0909,44.1315,36.80,34.92,40.56,金叉,-0.034542,-0.038052,0.007020,收敛,67.20,偏热,,2026-07-20,66504000.00,,-2062000.00,,-93803000.00,,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+1.45%/-4.27%/-9.09%，RSI14=44.1，KDJ=金叉，MACD=收敛。,情绪分数67.2（偏热）；5/10/20日份额净流入为+0.67亿/-0.02亿/-0.94亿，5日成交量相对前20日为1.08倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,561590,中证1000增强ETF华泰柏瑞,空头,-10.9079,-17.8313,-20.1872,13.5417,11.05,15.25,2.66,超卖,-0.051517,-0.021680,-0.059673,零轴下空头,66.63,偏热,,2026-07-20,46280000.00,,50247500.00,,50247500.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-10.91%/-17.83%/-20.19%，RSI14=13.5，KDJ=超卖，MACD=零轴下空头。,情绪分数66.6（偏热）；5/10/20日份额净流入为+0.46亿/+0.50亿/+0.50亿，5日成交量相对前20日为2.30倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,159869,游戏ETF华夏,空头,0.0931,-2.3615,-0.9217,46.1279,39.66,43.58,31.83,空头,-0.010950,-0.012935,0.003969,收敛,66.60,偏热,,2026-07-20,193201000.00,,545791000.00,,1735374000.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+0.09%/-2.36%/-0.92%，RSI14=46.1，KDJ=空头，MACD=收敛。,情绪分数66.6（偏热）；5/10/20日份额净流入为+1.93亿/+5.46亿/+17.35亿，5日成交量相对前20日为1.30倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,510500,中证500ETF南方,空头,-8.7560,-14.2131,-16.1210,17.2679,12.01,16.58,2.85,超卖,-0.201006,-0.056779,-0.288455,零轴下空头,66.17,偏热,,2026-07-20,7159147600.00,,14333632400.00,,13550059200.00,,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-8.76%/-14.21%/-16.12%，RSI14=17.3，KDJ=超卖，MACD=零轴下空头。,情绪分数66.2（偏热）；5/10/20日份额净流入为+71.59亿/+143.34亿/+135.50亿，5日成交量相对前20日为1.92倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,159852,软件ETF嘉实,空头,-2.0260,0.2963,-7.8912,48.1481,31.10,35.79,21.71,空头,-0.014355,-0.016075,0.003441,收敛,65.21,偏热,,2026-07-20,327683000.00,,250703000.00,,318735000.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.03%/+0.30%/-7.89%，RSI14=48.1，KDJ=空头，MACD=收敛。,情绪分数65.2（偏热）；5/10/20日份额净流入为+3.28亿/+2.51亿/+3.19亿，5日成交量相对前20日为1.14倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,515880,通信ETF国泰,空头,-11.9241,-14.1347,-30.1075,22.0721,14.69,18.89,6.31,超卖,-0.034051,-0.015116,-0.037871,零轴下空头,64.96,偏热,,2026-07-20,2326788000.00,,5215922000.00,,36367675730.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-11.92%/-14.13%/-30.11%，RSI14=22.1，KDJ=超卖，MACD=零轴下空头。,情绪分数65.0（偏热）；5/10/20日份额净流入为+23.27亿/+52.16亿/+363.68亿，5日成交量相对前20日为1.75倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,159309,油气ETF汇添富,空头,2.2275,-2.4298,-7.1532,52.8875,35.82,29.82,47.81,金叉,-0.028571,-0.031198,0.005255,收敛,64.52,偏热,,2026-07-20,8315000.00,,-70928000.00,,-135042000.00,,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+2.23%/-2.43%/-7.15%，RSI14=52.9，KDJ=金叉，MACD=收敛。,情绪分数64.5（偏热）；5/10/20日份额净流入为+0.08亿/-0.71亿/-1.35亿，5日成交量相对前20日为1.50倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,512200,房地产ETF南方,空头,-2.7165,-4.2607,-7.6551,42.4242,27.82,35.37,12.73,空头,-0.028726,-0.031176,0.004899,收敛,63.95,偏热,,2026-07-20,169335500.00,,226626250.00,,107109000.00,,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.72%/-4.26%/-7.66%，RSI14=42.4，KDJ=空头，MACD=收敛。,情绪分数64.0（偏热）；5/10/20日份额净流入为+1.69亿/+2.27亿/+1.07亿，5日成交量相对前20日为1.07倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,159819,人工智能ETF易方达,空头,-9.2150,-7.8674,-12.5000,29.2601,17.48,25.15,2.16,空头,-0.017776,0.015350,-0.066252,收敛,63.05,偏热,,2026-07-20,718700000.00,,788080000.00,,991032000.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-9.22%/-7.87%/-12.50%，RSI14=29.3，KDJ=空头，MACD=收敛。,情绪分数63.1（偏热）；5/10/20日份额净流入为+7.19亿/+7.88亿/+9.91亿，5日成交量相对前20日为1.11倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,511180,可转债ETF海富通,空头,0.6288,-1.0101,-1.3192,49.5399,36.52,37.79,33.99,空头,-0.043908,-0.045391,0.002966,金叉,62.58,偏热,,2026-07-20,196232700.00,,1257366000.00,,1690754000.00,,资本市场监管强调防风险和稳定运行；债券ETF仍受利率、信用利差和久期影响，不能当作无波动现金。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),上半年经济同比增长4.7%，增长与价格环境共同影响利率方向；长久期国债和信用债需分别控制久期与信用风险。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+0.63%/-1.01%/-1.32%，RSI14=49.5，KDJ=空头，MACD=金叉。,情绪分数62.6（偏热）；5/10/20日份额净流入为+1.96亿/+12.57亿/+16.91亿，5日成交量相对前20日为1.11倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,512660,军工ETF国泰,空头,-11.4933,-17.8349,-18.7211,25.5965,9.45,16.85,-5.36,超卖,-0.050664,-0.031324,-0.038678,零轴下空头,60.10,偏热,,2026-07-20,509369000.00,,532728000.00,,574318000.00,,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-11.49%/-17.83%/-18.72%，RSI14=25.6，KDJ=超卖，MACD=零轴下空头。,情绪分数60.1（偏热）；5/10/20日份额净流入为+5.09亿/+5.33亿/+5.74亿，5日成交量相对前20日为1.23倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,516320,高端装备ETF华夏,空头,-5.0375,-13.6452,-19.0868,13.9640,10.78,13.59,5.17,超卖,-0.043135,-0.032154,-0.021962,零轴下空头,58.96,中性,,2026-07-20,5397000.00,,5351000.00,,12462000.00,,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.04%/-13.65%/-19.09%，RSI14=14.0，KDJ=超卖，MACD=零轴下空头。,情绪分数59.0（中性）；5/10/20日份额净流入为+0.05亿/+0.05亿/+0.12亿，5日成交量相对前20日为1.23倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,588170,科创半导体ETF华夏,空头,-25.8649,-24.4966,-15.9664,24.0479,9.06,19.64,-12.10,超卖,0.013257,0.068260,-0.110005,收敛,58.35,中性,,2026-07-20,194376000.00,,11581002000.00,,32126799514.00,,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-25.86%/-24.50%/-15.97%，RSI14=24.0，KDJ=超卖，MACD=收敛。,情绪分数58.3（中性）；5/10/20日份额净流入为+1.94亿/+115.81亿/+321.27亿，5日成交量相对前20日为2.20倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,513360,教育ETF博时,空头,-2.7586,-4.0816,-1.8561,51.3889,25.47,39.58,-2.77,空头,-0.004049,-0.004795,0.001492,收敛,57.89,中性,,2026-07-20,1944000.00,,5242500.00,,8425500.00,,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为-2.76%/-4.08%/-1.86%，RSI14=51.4，KDJ=空头，MACD=收敛。,情绪分数57.9（中性）；5/10/20日份额净流入为+0.02亿/+0.05亿/+0.08亿，5日成交量相对前20日为1.53倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,516390,新能源车ETF汇添富,空头,-5.5814,-17.6471,-23.3239,16.1654,8.37,12.86,-0.61,超卖,-0.051657,-0.039388,-0.024538,零轴下空头,56.76,中性,,2026-07-20,4957500.00,,14460000.00,,12837000.00,,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.58%/-17.65%/-23.32%，RSI14=16.2，KDJ=超卖，MACD=零轴下空头。,情绪分数56.8（中性）；5/10/20日份额净流入为+0.05亿/+0.14亿/+0.13亿，5日成交量相对前20日为0.99倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,516960,机械ETF国泰,空头,-1.9473,-10.8333,-17.3745,23.7500,13.09,14.34,10.59,超卖,-0.039652,-0.032597,-0.014110,零轴下空头,56.61,中性,,2026-07-20,856000.00,,856000.00,,1803000.00,,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-1.95%/-10.83%/-17.37%，RSI14=23.8，KDJ=超卖，MACD=零轴下空头。,情绪分数56.6（中性）；5/10/20日份额净流入为+0.01亿/+0.01亿/+0.02亿，5日成交量相对前20日为0.90倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,562500,机器人ETF华夏,空头,-10.3647,-18.8532,-19.0641,25.3425,10.78,16.94,-1.54,超卖,-0.037860,-0.018130,-0.039461,零轴下空头,56.29,中性,,2026-07-20,808482000.00,,1586478000.00,,2369410500.00,,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-10.36%/-18.85%/-19.06%，RSI14=25.3，KDJ=超卖，MACD=零轴下空头。,情绪分数56.3（中性）；5/10/20日份额净流入为+8.08亿/+15.86亿/+23.69亿，5日成交量相对前20日为0.85倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,516800,智能制造ETF华宝,空头,-14.8746,-16.8854,-18.6644,17.6587,10.72,17.45,-2.75,超卖,-0.019145,0.011453,-0.061196,收敛,55.51,中性,,2026-07-20,3800000.00,,-5620000.00,,-25588000.00,,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-14.87%/-16.89%/-18.66%，RSI14=17.7，KDJ=超卖，MACD=收敛。,情绪分数55.5（中性）；5/10/20日份额净流入为+0.04亿/-0.06亿/-0.26亿，5日成交量相对前20日为0.66倍，代表池综合宽度38.2%，缺失分项：无。
暂缓,516160,新能源ETF南方,空头,-6.0187,-17.4348,-25.8820,7.0707,7.36,8.91,4.27,超卖,-0.169284,-0.130142,-0.078285,零轴下空头,54.41,中性,,2026-07-20,89561000.00,,48998000.00,,-670984500.00,,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.02%/-17.43%/-25.88%，RSI14=7.1，KDJ=超卖，MACD=零轴下空头。,情绪分数54.4（中性）；5/10/20日份额净流入为+0.90亿/+0.49亿/-6.71亿，5日成交量相对前20日为0.84倍，代表池综合宽度38.2%，缺失分项：无。
