状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
观察,510880,红利ETF华泰柏瑞,震荡,2.2945,5.4534,3.4149,71.2565,79.78,78.98,81.39,多头,0.010306,-0.017031,0.054674,收敛,35.60,偏冷,,2026-07-20,-897958500.00,,-945748000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.29%/+5.45%/+3.41%，RSI14=71.3，KDJ=多头，MACD=收敛。,情绪分数35.6（偏冷）；5/10/20日份额净流入为-8.98亿/-9.46亿/N/A(missing_share_date)，5日成交量相对前20日为1.13倍，代表池综合宽度42.6%，缺失分项：无。
观察,159740,恒生科技ETF大成,震荡,2.2109,6.5603,9.0744,65.0000,62.50,63.41,60.68,空头,0.002330,-0.001772,0.008204,收敛,34.29,偏冷,,2026-07-20,-295700000.00,,-588600000.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+2.21%/+6.56%/+9.07%，RSI14=65.0，KDJ=空头，MACD=收敛。,情绪分数34.3（偏冷）；5/10/20日份额净流入为-2.96亿/-5.89亿/N/A(missing_share_date)，5日成交量相对前20日为1.10倍，代表池综合宽度42.6%，缺失分项：无。
观察,516950,基建ETF银华,震荡,1.9685,0.2904,-1.2393,50.9317,55.34,43.55,78.93,多头,-0.011403,-0.014011,0.005215,收敛,31.14,偏冷,,2026-07-20,-3082000.00,,2061000.00,,,missing_share_date,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+1.97%/+0.29%/-1.24%，RSI14=50.9，KDJ=多头，MACD=收敛。,情绪分数31.1（偏冷）；5/10/20日份额净流入为-0.03亿/+0.02亿/N/A(missing_share_date)，5日成交量相对前20日为0.89倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,588000,科创50ETF华夏,震荡,-4.9412,-4.9859,-0.1483,38.7312,23.51,22.66,25.22,金叉,-0.003341,0.040827,-0.088337,收敛,76.78,偏热,,2026-07-20,22834029000.00,,26196234000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60上方，MA20未上行；5/10/20日涨跌幅分别为-4.94%/-4.99%/-0.15%，RSI14=38.7，KDJ=金叉，MACD=收敛。,情绪分数76.8（偏热）；5/10/20日份额净流入为+228.34亿/+261.96亿/N/A(missing_share_date)，5日成交量相对前20日为2.02倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,159819,人工智能ETF易方达,震荡,-3.8369,-0.4963,-2.2428,41.2666,27.18,25.82,29.88,金叉,-0.015837,0.009117,-0.049908,收敛,68.75,偏热,,2026-07-20,718700000.00,,788080000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60上方，MA20未上行；5/10/20日涨跌幅分别为-3.84%/-0.50%/-2.24%，RSI14=41.3，KDJ=金叉，MACD=收敛。,情绪分数68.7（偏热）；5/10/20日份额净流入为+7.19亿/+7.88亿/N/A(missing_share_date)，5日成交量相对前20日为1.17倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,588170,科创半导体ETF华夏,震荡,-11.9342,-13.1494,-0.4651,35.0372,18.60,19.33,17.14,超卖,0.008445,0.056285,-0.095681,收敛,59.32,中性,,2026-07-20,194178000.00,,11580804000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60上方，MA20未上行；5/10/20日涨跌幅分别为-11.93%/-13.15%/-0.47%，RSI14=35.0，KDJ=超卖，MACD=收敛。,情绪分数59.3（中性）；5/10/20日份额净流入为+1.94亿/+115.81亿/N/A(missing_share_date)，5日成交量相对前20日为2.28倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,159928,消费ETF汇添富,震荡,6.0127,6.3492,8.5900,65.8730,82.01,79.69,86.65,多头,0.003251,-0.004318,0.015138,收敛,50.45,中性,,2026-07-20,-114642000.00,,-117268000.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+6.01%/+6.35%/+8.59%，RSI14=65.9，KDJ=多头，MACD=收敛。,情绪分数50.5（中性）；5/10/20日份额净流入为-1.15亿/-1.17亿/N/A(missing_share_date)，5日成交量相对前20日为1.57倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,512690,酒ETF鹏华,震荡,8.5859,10.2564,7.7694,66.3265,83.37,76.63,96.85,多头,-0.000027,-0.006320,0.012586,收敛,40.10,中性,,2026-07-20,-361513800.00,,-457615800.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+8.59%/+10.26%/+7.77%，RSI14=66.3，KDJ=多头，MACD=收敛。,情绪分数40.1（中性）；5/10/20日份额净流入为-3.62亿/-4.58亿/N/A(missing_share_date)，5日成交量相对前20日为1.63倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,515710,食品饮料ETF华宝,震荡,5.9322,7.0664,6.1571,66.2921,81.57,76.40,91.91,多头,0.000992,-0.004255,0.010493,收敛,39.77,偏冷,,2026-07-20,-20007000.00,,-19366500.00,,,missing_share_date,近90日未发现新增直接政策催化；2月中央一号文件强调农业综合生产能力、农民增收和县域产业，构成中长期政策背景。 [国家林业和草原局（新华社稿）｜2026-02-03｜2026年中央一号文件发布 部署扎实推进乡村全面振兴](https://www.forestry.gov.cn/c/www/szxx/659115.jhtml),上半年社会消费品零售总额同比增长1.3%，粮油食品和饮料类分别增长7.4%和6.0%；消费恢复但总体增速温和。 [国家统计局｜2026-07-15｜上半年消费市场基本平稳 新型消费成长壮大](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964127.html),收盘价位于MA20上方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+5.93%/+7.07%/+6.16%，RSI14=66.3，KDJ=多头，MACD=收敛。,情绪分数39.8（偏冷）；5/10/20日份额净流入为-0.20亿/-0.19亿/N/A(missing_share_date)，5日成交量相对前20日为1.29倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,159605,中概互联ETF广发,震荡,4.2341,8.7013,12.9555,77.8947,77.46,77.33,77.71,金叉,0.009135,-0.001086,0.020441,收敛,38.11,偏冷,,2026-07-20,-194707000.00,,-301233000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20上方、MA60上方，MA20上行；5/10/20日涨跌幅分别为+4.23%/+8.70%/+12.96%，RSI14=77.9，KDJ=金叉，MACD=收敛。,情绪分数38.1（偏冷）；5/10/20日份额净流入为-1.95亿/-3.01亿/N/A(missing_share_date)，5日成交量相对前20日为1.24倍，代表池综合宽度42.6%，缺失分项：无。
不追涨,515220,煤炭ETF国泰,震荡,2.0583,5.4965,2.1459,63.5057,76.73,72.88,84.43,多头,-0.008798,-0.022094,0.026592,收敛,36.00,偏冷,,2026-07-20,-331310000.00,,10983000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20上方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+2.06%/+5.50%/+2.15%，RSI14=63.5，KDJ=多头，MACD=收敛。,情绪分数36.0（偏冷）；5/10/20日份额净流入为-3.31亿/+0.11亿/N/A(missing_share_date)，5日成交量相对前20日为1.25倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159915,创业板ETF易方达,空头,-4.0600,-5.6460,-11.8765,32.7839,26.66,20.98,38.01,金叉,-0.117982,-0.064906,-0.106153,零轴下空头,74.31,偏热,,2026-07-20,18591288000.00,,23184748000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.06%/-5.65%/-11.88%，RSI14=32.8，KDJ=金叉，MACD=零轴下空头。,情绪分数74.3（偏热）；5/10/20日份额净流入为+185.91亿/+231.85亿/N/A(missing_share_date)，5日成交量相对前20日为2.35倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,510500,中证500ETF南方,空头,-5.7357,-8.4391,-10.1085,28.0043,20.06,17.74,24.71,金叉,-0.212817,-0.088044,-0.249547,零轴下空头,73.83,偏热,,2026-07-20,7158152400.00,,14332637200.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.74%/-8.44%/-10.11%，RSI14=28.0，KDJ=金叉，MACD=零轴下空头。,情绪分数73.8（偏热）；5/10/20日份额净流入为+71.58亿/+143.33亿/N/A(missing_share_date)，5日成交量相对前20日为2.07倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,515880,通信ETF国泰,空头,-10.2564,-8.0158,-21.9621,32.9032,23.02,20.09,28.89,金叉,-0.035399,-0.019235,-0.032328,零轴下空头,71.99,偏热,,2026-07-20,2334618000.00,,5223752000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-10.26%/-8.02%/-21.96%，RSI14=32.9，KDJ=金叉，MACD=零轴下空头。,情绪分数72.0（偏热）；5/10/20日份额净流入为+23.35亿/+52.24亿/N/A(missing_share_date)，5日成交量相对前20日为1.77倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,561590,中证1000增强ETF华泰柏瑞,空头,-7.9457,-12.3077,-14.8746,23.0056,18.37,16.29,22.54,超卖,-0.055992,-0.028541,-0.054902,零轴下空头,68.45,偏热,,2026-07-20,46280000.00,,50247500.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-7.95%/-12.31%/-14.87%，RSI14=23.0，KDJ=超卖，MACD=零轴下空头。,情绪分数68.5（偏热）；5/10/20日份额净流入为+0.46亿/+0.50亿/N/A(missing_share_date)，5日成交量相对前20日为2.72倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159869,游戏ETF华夏,空头,3.4091,-2.6738,3.1161,48.2201,43.54,43.57,43.49,空头,-0.010031,-0.012354,0.004646,收敛,67.51,偏热,,2026-07-20,193201000.00,,545791000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20上行；5/10/20日涨跌幅分别为+3.41%/-2.67%/+3.12%，RSI14=48.2，KDJ=空头，MACD=收敛。,情绪分数67.5（偏热）；5/10/20日份额净流入为+1.93亿/+5.46亿/N/A(missing_share_date)，5日成交量相对前20日为1.28倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,515210,钢铁ETF国泰,空头,-0.5329,-2.9463,-6.7444,36.0215,39.69,36.51,46.04,多头,-0.033325,-0.037107,0.007563,收敛,66.29,偏热,,2026-07-20,66504000.00,,-2062000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.53%/-2.95%/-6.74%，RSI14=36.0，KDJ=多头，MACD=收敛。,情绪分数66.3（偏热）；5/10/20日份额净流入为+0.67亿/-0.02亿/N/A(missing_share_date)，5日成交量相对前20日为1.05倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,512200,房地产ETF南方,空头,-3.9596,-2.6473,-7.5426,34.7107,24.35,31.69,9.65,空头,-0.030175,-0.030976,0.001602,收敛,64.95,偏热,,2026-07-20,169335500.00,,226626250.00,,,missing_share_date,近90日未发现新增全国性直接政策催化；年初住房城乡建设工作强调因城施策、去库存、保障交付和好房子建设，重心是稳定和转型。 [住房和城乡建设部｜2026-01-16｜住建部：2026年全国住房城乡建设着力抓好四个方面工作](https://www.dhms.gov.cn/stsx/Web/_F0_0_6GKSXVBA02A5928A8F0E406FA4.htm),上半年房地产开发投资下降18.0%，新建商品房销售面积下降11.6%、销售额下降13.6%，行业基本面仍偏弱。 [国家统计局｜2026-07-15｜2026年1—6月份全国房地产市场基本情况](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964126.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.96%/-2.65%/-7.54%，RSI14=34.7，KDJ=空头，MACD=收敛。,情绪分数65.0（偏热）；5/10/20日份额净流入为+1.69亿/+2.27亿/N/A(missing_share_date)，5日成交量相对前20日为1.16倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516960,机械ETF国泰,空头,-0.2268,-7.1730,-11.7352,31.7647,24.11,17.59,37.14,金叉,-0.038026,-0.033681,-0.008690,零轴下空头,63.45,偏热,,2026-07-20,856000.00,,856000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.23%/-7.17%/-11.74%，RSI14=31.8，KDJ=金叉，MACD=零轴下空头。,情绪分数63.5（偏热）；5/10/20日份额净流入为+0.01亿/+0.01亿/N/A(missing_share_date)，5日成交量相对前20日为0.92倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,159309,油气ETF汇添富,空头,-2.3846,-0.6265,-7.3723,49.2582,41.92,33.85,58.05,多头,-0.027082,-0.030375,0.006587,收敛,61.83,偏热,,2026-07-20,8315000.00,,-70928000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.38%/-0.63%/-7.37%，RSI14=49.3，KDJ=多头，MACD=收敛。,情绪分数61.8（偏热）；5/10/20日份额净流入为+0.08亿/-0.71亿/N/A(missing_share_date)，5日成交量相对前20日为1.24倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,512660,军工ETF国泰,空头,-5.8722,-12.3794,-12.9393,29.2784,12.62,15.44,6.98,超卖,-0.052841,-0.035622,-0.034438,零轴下空头,61.26,偏热,,2026-07-20,509369000.00,,532728000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.87%/-12.38%/-12.94%，RSI14=29.3，KDJ=超卖，MACD=零轴下空头。,情绪分数61.3（偏热）；5/10/20日份额净流入为+5.09亿/+5.33亿/N/A(missing_share_date)，5日成交量相对前20日为1.22倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516320,高端装备ETF华夏,空头,-2.0321,-9.4862,-13.1754,25.1029,19.07,15.42,26.39,超卖,-0.042385,-0.034197,-0.016376,零轴下空头,60.39,偏热,,2026-07-20,5397000.00,,5351000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.03%/-9.49%/-13.18%，RSI14=25.1，KDJ=超卖，MACD=零轴下空头。,情绪分数60.4（偏热）；5/10/20日份额净流入为+0.05亿/+0.05亿/N/A(missing_share_date)，5日成交量相对前20日为1.17倍，代表池综合宽度42.6%，缺失分项：无。
暂缓,516390,新能源车ETF汇添富,空头,-3.3181,-13.4221,-16.6667,21.7544,17.49,14.40,23.65,超卖,-0.051368,-0.041782,-0.019172,零轴下空头,59.28,中性,,2026-07-20,4957500.00,,14460000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.32%/-13.42%/-16.67%，RSI14=21.8，KDJ=超卖，MACD=零轴下空头。,情绪分数59.3（中性）；5/10/20日份额净流入为+0.05亿/+0.14亿/N/A(missing_share_date)，5日成交量相对前20日为1.09倍，代表池综合宽度42.6%，缺失分项：无。
